support,itemsets,length
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('tropical fruit',), ('pastry',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('tropical fruit',), ('pastry',), ('candy',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('soda',), ('waffles',), ('tropical fruit',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('soda',), ('waffles',), ('tropical fruit',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('tropical fruit',), ('root vegetables',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('tropical fruit',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('tropical fruit',), ('candy',)})",7
0.01,"frozenset({('brown bread',), ('soda',), ('waffles',), ('tropical fruit',), ('pastry',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('domestic eggs',), ('soda',), ('waffles',), ('tropical fruit',), ('pastry',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('tropical fruit',), ('pastry',), ('root vegetables',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('tropical fruit',), ('pastry',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('tropical fruit',), ('pastry',), ('candy',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('tropical fruit',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('pasta',), ('detergent',), ('oil',), ('tropical fruit',), ('hamburger meat',), ('root vegetables',), ('chicken',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('waffles',), ('tropical fruit',), ('pastry',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sugar',), ('domestic eggs',), ('waffles',), ('tropical fruit',), ('pastry',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('waffles',), ('tropical fruit',), ('pastry',), ('root vegetables',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('tropical fruit',), ('pastry',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('waffles',), ('tropical fruit',), ('pastry',), ('candy',)})",7
0.01,"frozenset({('sugar',), ('brown bread',), ('domestic eggs',), ('waffles',), ('tropical fruit',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('brown bread',), ('domestic eggs',), ('waffles',), ('tropical fruit',), ('pastry',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sweet spreads',), ('frozen dessert',), ('waffles',), ('tropical fruit',), ('salty snack',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sweet spreads',), ('frozen dessert',), ('waffles',), ('tropical fruit',), ('salty snack',), ('bathroom cleaner',), ('root vegetables',)})",7
0.01,"frozenset({('sweet spreads',), ('frozen dessert',), ('tropical fruit',), ('salty snack',), ('bathroom cleaner',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sweet spreads',), ('frozen dessert',), ('waffles',), ('tropical fruit',), ('bathroom cleaner',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('frozen dessert',), ('waffles',), ('tropical fruit',), ('salty snack',), ('bathroom cleaner',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sweet spreads',), ('waffles',), ('tropical fruit',), ('salty snack',), ('bathroom cleaner',), ('candy',), ('root vegetables',)})",7
0.01,"frozenset({('sweet spreads',), ('frozen dessert',), ('waffles',), ('tropical fruit',), ('salty snack',), ('candy',), ('bathroom cleaner',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('cereals',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('waffles',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('waffles',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('pastry',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('pastry',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('pastry',), ('whole milk',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('pastry',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('waffles',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('whole milk',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('whole milk',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('whole milk',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('cereals',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('cereals',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('cereals',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('cereals',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('cereals',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('cereals',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('soda',), ('waffles',), ('cereals',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('waffles',), ('cereals',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('soda',), ('cereals',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('cereals',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('cereals',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('cereals',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('soda',), ('waffles',), ('cereals',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('cereals',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('cereals',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('cereals',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('soda',), ('waffles',), ('cereals',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('waffles',), ('cereals',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('domestic eggs',), ('soda',), ('cereals',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('cereals',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('cereals',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('cereals',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('cereals',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('cereals',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('cereals',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('cereals',), ('pastry',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('pastry',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('waffles',), ('cereals',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('cereals',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('cereals',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('domestic eggs',), ('waffles',), ('cereals',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('waffles',), ('cereals',), ('yogurt',)})",7
0.01,"frozenset({('sugar',), ('coffee',), ('brown bread',), ('domestic eggs',), ('cereals',), ('candy',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('waffles',), ('cereals',), ('pastry',), ('candy',), ('root vegetables',), ('yogurt',)})",7
0.01,"frozenset({('coffee',), ('brown bread',), ('waffles',), ('cereals',), ('pastry',), ('root vegetables',), ('yogurt',)})",7
